course_code,course_name,domain_knowledge,jd_skills,tools
ESP233,Tiếng Anh chuyên ngành 3 (Tài chính ngân Hàng) (English for Specific Purpose 3),"Banking and finance terminology, Key financial system concepts, Financial instruments and markets vocabulary, Banking operations vocabulary, Data analysis terminology","Using technical vocabulary in appropriate context, Explaining technical terms in English fluently, Reading technical financial articles and news, Synthesizing financial reports, Presenting financial issues in English, Collaboration and teamwork",
QTRE211/QTRH211,Tư duy Khởi nghiệp và Thiết kế ý tưởng (Entrepreneurial Mindset and Ideation),"Foundational principles of entrepreneurship, Opportunity identification, creation and evaluation, Business Model construction, Knowledge creation in startup process, Risk and uncertainty in venture creation, Integration of business disciplines (marketing, operations, HR, finance)","Developing actionable business ideas, Evaluating business opportunities, Creating viable Business Models, Collaborating as a startup team member, Pitching business ideas, Critical judgment",
QTRE303/QTRH303,Quản trị học (Fundamental of Management),"Lý thuyết nền tảng về quản trị, Chức năng của quản trị (hoạch định, tổ chức, lãnh đạo, kiểm soát), Môi trường kinh doanh ảnh hưởng tổ chức, Quy trình ra quyết định của nhà quản lý, Quy trình và công cụ hoạch định chiến lược, Cơ cấu tổ chức và thiết kế cơ cấu, Lý thuyết lãnh đạo và tạo động lực, Hệ thống và phương pháp kiểm soát hiệu quả","Phân tích môi trường kinh doanh, Thực hiện quy trình ra quyết định quản trị, Hoạch định chiến lược doanh nghiệp, Thiết kế cơ cấu tổ chức, Lãnh đạo và tạo động lực nhân viên, Tư duy phản biện, Giải quyết vấn đề tổ chức, Làm việc nhóm và thuyết trình",
KTEE201,Microeconomics,"Market economy operation, Supply and demand mechanisms, Consumer and firm decision-making, Production costs and profit maximization, Market structures (competition, monopoly, oligopoly), Market failures and corrective public policies, Resource allocation principles","Solving optimization problems using calculus, Explaining and analyzing market trends, Interpreting economic diagrams, Analytical decision making, Problem-solving and presentation",
TMAE317,International Relations,"Developments of international relations from pre-modern times, State-to-state relations, politics, and security, International cooperation theories, Conflict and security, International law and trade in IR context","Analyzing and criticizing global issues, Information collection, synthesis and systematic thinking, Group leadership and coordination, Presentation and debate, Adapting to changing geopolitical environments",
TRIE204/TRIH204,Khoa học và Công nghệ vị Nhân sinh (Science and Technology for Humanity),"Nguyên lý khoa học/kỹ thuật của các đổi mới công nghệ nổi bật, Mối liên hệ giữa khoa học/kỹ thuật, kinh doanh và xã hội, Các thách thức đạo đức, tài chính, pháp lý, xã hội và văn hóa trong ứng dụng công nghệ, Mô hình cân bằng khoa học-kinh doanh-xã hội","Phân tích lợi ích và chi phí của đổi mới công nghệ, Xác định và giải quyết các thách thức thực tiễn, Đánh giá khía cạnh đạo đức và xã hội của dự án công nghệ, Hợp tác phát triển dự án liên ngành, Tư duy phản biện",
ESP451,Tiếng Anh chuyên ngành 5 (Diễn thuyết trước công chúng) (English for Specific Purpose 5),"Principles of preparing and delivering public speeches, Audience analysis techniques, Speech organization structures (informative, persuasive), Reasoning and argumentation strategies, Visual aids design and integration","Drafting structured speeches at C1 level, Public speaking using outlines and memory, Controlling pronunciation, stress, and intonation, Selecting and citing info from diverse sources, Active listening and summarizing complex speeches, Managing audience questions, Developing learning plans",Visual aids
KDO441E,Career Development Skills (e-PLANE I),"Career orientation theories and pathways, Self-assessment methods, Design thinking principles (Empathize, Define, Ideate, Prototype, Test), Systems thinking concepts","Developing study and career roadmaps, Applying design thinking to group social projects, Time management, Problem-solving and creative thinking, Empathy and active listening, Teamwork and leadership, Adaptability to real-world situations",
TINE313,Data Management Systems,"Data storage concepts, Database design processes, Database administration overview, Structured Query Language (SQL) principles, Data query and calculation techniques","Designing databases for business/data analysis, Writing SQL queries for data processing, Data cleaning and transformation, Data aggregation and calculation, Logical thinking and problem-solving","SQL, Database management systems"
KTEE206,Research Methodology in Economics and Business,"Research philosophy and theory development, Stages of research process, Research design principles, Ethics in research and data access, Quantitative and qualitative analysis techniques","Selecting and defining research topics, Writing literature reviews, Formulating research designs, Collecting and analyzing data, Producing academic research papers, Team project coordination, Independent and group work",
KTEE203/KTEH203,Kinh tế vĩ mô (Principles of Macroeconomics),"Khái niệm cơ bản (sản lượng vĩ mô, thất nghiệp, lạm phát, tỷ giá), Mô hình vĩ mô nền tảng, Cách tính toán chỉ số vĩ mô (GDP, CPI, thất nghiệp), Chính sách tài khóa, Chính sách tiền tệ, Tác động của cú sốc vĩ mô ngắn hạn và dài hạn","Phân tích kinh tế vĩ mô dựa trên mô hình, Đánh giá chính sách tài khóa và tiền tệ, Làm việc nhóm, Thuyết trình, Giải quyết vấn đề và ra quyết định",
DTIE100,Design Thinking and Innovation,"Fundamental theories of innovation, Process and core principles of Design Thinking, User-centered thinking principles, Prototyping and testing models","Using Design Thinking tools, Analyzing real-world problems, Ideation of creative solutions, Building prototypes, Conducting testing, Presenting group projects, Persuading audiences, Teamwork and user-centered thinking",
PPHE108,Skills development and career orientation for managers,"Functions, levels, and types of management, Effective management principles, Interpersonal communication principles, Group and team development process, Conflict resolution models, Profiling tools and self-understanding","Interpersonal communication, Public presentation delivery, Using vocal and body language, Effective teamwork and team building, Performance management, Conflict resolution, Time management, Adaptability","Profiling tools, Visual aids"
TMAE201,Global Economic Geography,"Socio-economic characteristics of global regions, Global political maps, Effects of scientific and technological revolutions on geography, Political, social, and environmental changes, Economic development characteristics of selected nations","Analyzing world economic geography, Analyzing external environments affecting business, Predicting socio-economic trends, Professional communication and presentation, Initiating business ideas related to taxation",
ESP111,Tiếng Anh chuyên ngành 1 (Tiếng Anh thương mại nâng cao) (English for Specific Purpose 1),"Business English terminology at B2 level, Basic concepts of economics and management, Basic concepts of finance and international trade, Corporate organization and supply chains, Business and workspace culture","Reading business articles and financial reports, Listening comprehension and note-taking, Writing business documents and essays, English business presentation and discussion, Identifying implications in business texts, Teamwork and goal setting",
